,sentence,val
232,"Il demande d' envisager une troisième du type DP 6 en sachant que les places sont restreintes et que le dossier , au vue du dossier d' Antonys , ne sera pas prioritaire . §",5
233,Antonys est entrain de se fermer des portes en terme d' orientation . §,1
234,"D' autant plus , que nous convaincu sommes s de son fort potentiel . §",2
235,Est -ce une résistance aux injonctions scolaires comme le suggère l' enseignant ? §,2
236,Est -ce une question de confiance en soi ? §,1
237,Est -ce une question d' envahissement psychique ? §,2
238,"Dans tous les cas de figures , Antonys est en échec et à besoin de se remobiliser dans cette espace qui lui ouvrira des perspectives d' avenir . §",4
239,Notre psychologue va réaliser un bilan pour évaluer son potentiel faire émerger sonn potentiel . §,7
240,Nous appuierons sur ce travail pour chercher des voies d' oreintationie lui red . §,5
241,"Par ailleurs , paraléllement au travail mené avec les enseignants . §",3
242,"Des cursus scolaires différents vont aussi etre explorés du type apprentissage MFR , ou apprentissage . §",5
243,Antonys est en général en bonne santé . §,2
244,Il a très peu été absent pour C' est un garçon qui se plaint peu de ouffre peu des maladies virales . §,6
245,Antonys peut toutefois s' interroger sur son poids . §,2
246,Il est plutot de petite taille et a eu tendance à prendre de l' embompoint cette année . §,2
247,"Le pédiatre lui conseille d' etre vigilant en période de croissance , de modérer la consommation de sucrerie et surtout de se dépenser physiquement . §",1
248,"Par ailleurs , Antonys a interrogé également sur ses suées importantes . §",5
249,Le médecin lui a expliqué qu' il n' y avait rien à faire médicalement pédiatre mais qu' il pouvait en réduire les nuisances par la qualité de son linge et une hygiène régulière . §,6
250,Antonys a rencontré son médecin traitant en mois de novembre . §,2
251,Il se plaignait de problème d' endormissement . §,0
252,ou de réve . §,2
253,Il avait du mal à s' endormir ou se réveiller pendant la nuit . §,1
254,Il mettait en lien cette difficulté avec les craintes et les tensions ses inqiètudes pour sa situation familiale . §,4
255,Le médecin traitant lui a prescris de l' euphytose . §,1
256,Le traitement a permis de le soulager . §,1
257,Un bilan ophtalmologique a été réalisé car Antonys se plaignait de maux de tete et de fatigue visuelle . §,2
258,Des ports de lunettes de confort et un bilan orthoptiste a été prescris . §,1
259,"Contrairement à l' année précédente , Antonys s' est autorisé à se plaindre de ses maux et à vouloir prendre soin de lui . §",2
260,"àn la MDE F , , , au SAFE au O , e ? §",10
261,. §,1
262,"U a eu lieu e , au cours de laquelle une décison de O Pendant cette période , Mme a pu bénéficier de temps d' hospitalisation et de soins en psychiatrie . §",8
263,"Une période entre Septembre et Décembre , , a été observé une alternance de présenec et d' absence de Mme au domicile pendant les WE . §",7
264,"e Pendant u ce , venant interroger la question du divorce ou . §",6
265,", par la mise en mot de , sur , s , , cependant parfois il dit qu' il voudrait lui écrire pour dire ses inquiétudes pour ses soeurs , il a plus de mal à investir cet espace pour lui . §",9
266,il craint de décevoir son père . §,1
267,I . §,2
268,concerné le . §,3
269,"Ils ont ainsi soumis un plus jeune en lui ordonnant de s' agenouiller sur commencent à déverser , , , sa coloration cutanée sa sudfation importante le trahissent quant à son état psychique . §",9
270,"Antonys bénéficie d' une therapie depuis longtemps au CMPEA , qu' il investit favorablement , nous l' encourageons sur cet pour tenter d' élaborer ce qui lui pose problème et ce qui l' envahit il est également régulièrement reçu en Pour autant son encoprésie persistante problème d' et , et a des du fait dissimulé ou fs s cette à son le cadre posé pour , sur ces bases , dupliqué ces s auprès d' de A ai s s personnel et souvent c , r insuffisant it La du SAFE 6 . §",37
271,"putot résistant aux , au Un port ontt 7 . §",6
272,CONCLUSION §,0
273,"Antonys est au SAFE depuis plus de 3ans a bientot 15 ans , il . §",3
274,Il a investit aisémant son placement d' autant que ses parents étaient favorables à son accueil . §,0
275,"Toutefois , les dysfonctionnements familiaus massifs de cetet année x e cette an ont permis de démontrer qu' Antonys n' était pas responsable de ce qui se passait ainsi il est passé du satut d' enfant symptome à celui d' un enfant issu d' une fratrie nombreuse , où la question des places de chacun est interrogée et plus particulièrement la question de la protection de chacun . §",4
276,"Antonys a entendu que le fonctionnement maternel était interrogé , mais également celui du père , il a pu exprimé de la déception , à son égard , M §",5
277,étant tiraillé entre son devoir de père et sa place d' époux . §,0
278,"Une audience récente a permis d' ordonner le placement de deux nouvelles soeurs , si bien qu' aujourd'hui les quatre enafnts ainés bénéficient d' une mesure de placement et les trois dernières d' une mesure éducative . §",4
279,"na Cependant , Antonys , unique garçon dans la fratrie , reste unique quant à son placement compte tenu que son accueil es n' est pas sous le regard du juge . §",3
280,"Ceci peut amener des inquiétudes , dont on ne mesure pas l' impact voire les menaces qui le confrontent à sa mère 8 7 . §",4
281,Relations famille F Dès lors que M §,2
282,"et Mme ses ont séparés , nous leur avons ouverts des espaces de paroles séparés . §",1
283,M §,1
284,"a pu se mobilisé assez facilement , ce qui n' était pas le cas par le passé , du fait de son travail ? §",2
285,de sa fuite ? §,0
286,"ou de l' empechemen , t de Mme ? §",0
287,En attendant lors des entretiens M §,1
288,"s' est montré plutoy ouvert à l' échange , préoccupé par ses enfants t , il a meme souvent été nécessaire de stopper les entretiens tellement M §",2
289,pouvait se répandre . §,0
290,"Mme a été reçu également , évoquant ses difficultés avec beaucoup de lucidité et notamment le bienfait des soins mis en place . §",2
291,"Parallèlement , elle pouvait évoquer le vide d' etre à distance des organisations familiales . §",0
292,Elle a pu entreprendre de travailler en tant qu' aide mènagère auprès de personnes agées . §,2
293,"A cette périodee toutefois , elle pouvait quelque peu &quot; jubiler &quot; de l' embarras au qotidien auquel M ; se trouvait confronteré . §",6
294,"T , au vu de l' organisation , comme dans une vengeance , voire une certaine jouissance , qu' il se rende compte de son quotidien à elle , annulant en quelque sorte sa problématique , et se positionnant comme victime . §",5
295,Elle semble avoir agie pour se rendre indispensable auprès de M §,1
296,et regagner petit à petit sa place passée au domicile . §,0
297,l ile . §,2
298,"La crise semble passée , en attendant la prochaine , c' est d' ailleurs ce qu' Antonys trahit dans ses agirs , au travers de ses inquiétudes du retour de sa mère et de la reprise de la vie commune comme avant . §",2
299,"Ceci expose les enfants à une instabilité psychique permanente qui dépend étroitement de l' état psychique de Mme , et du positionnement de M §",1
300,"J Meme si le placement permet d' offrir à Antonys un espace différencié et distancié de la problématique familial , ce dernier ne réussit pas à l' apaiser complètement , en témoigne ses difficultés à se mobiliser scolairement . §",3
301,"le e La judiciarisation , au eme Titre que ses soeurs permettrait au moins de le rassurer sur la pérénité de son accueil , et sur l' espace tiers pour les décisions qui le concernent . §",6
302,Paul MARIN 2ducateur référent é & Marie TOBIN Chef de Service distincts er . §,7
303,"e u en milieu ouvert , , mais aussi cette agressivité contenue qui se manifeste par de l' encoprésie récurrente . §",7
304,Le placement reste nécessaire à sa construction et pour sa protection . §,2
305,", et son agressivité contenue du fait de l' encoprésie récurrente . §",1
306,Le placement est nécessaire pour reste nécessaire pour sa construction de sujet et pour garantir sa protection . §,3
307,Paul MARIN & Marie TOBIN éducateur réfrent chef de service §,2
308,distincts . §,1
309,e r e en milieu ouvert . §,5
310,s ne nous §,2
311,synthèse de Cindy Da Silva . §,0
312,"Née le 21 / 11 / 1996 ( 15 ans ) Admise sur le groupe de l' orangerie , le 18 / 1 / 2010 . §",4
313,"Composition de sa famille : Mère : M e D e Souza Nina , dfécédée le 1 / 9 / 2008 . §",6
314,"Père : M Mansat Gilles , né le 5 / 1 / 1958 , habitant Bréteville sur Marne . §",3
315,"Fratrie : enfants de M Mansat et Me Guendaz Sibille , née le 31 / 12 / 81 , Andy 20 / 12 / 83 , Cindy 07 / 3 / 15 88 enfants de Me Da Silva : : Didier né né née le le 07 / 5 / 1990 . §",21
316,Historique : Cindy est né de l' union de monsieur Mansat et Madame Da Silva . §,4
317,"Le couple s' est séparé après la naissance de Cindy e en raison de mésententes et d' ambigités au sein de cette relation ( Jalousie , incompréhension , conflits , alcoolisme . §",10
318,. §,0
319,. §,0
320,) . §,1
321,Cindy vit alors chez sa mère avec Didier Dà Audrieu . §,4
322,Elle a alors peu de contact avec son père . §,2
323,monsieur Mansat dit devoir se battre pour voir sa fille pour obtenir des vistes tous les une fois quinze jours . §,5
324,monsieur Mansat ne reconnaiitra sa fille qu' en 2007 du fait de la dégradation de l' état de santé de Madame Da Silva . §,5
325,Madame Da Silva est décédée le 1 septembre 2008 . §,1
326,"Ce sont les enfants Didier et Cindy au vue de la déterioration de la santé malaises s répétés de leur mère , qui ont prévenu leur grand - mère . §",11
327,Madame Da Silva s' est fait hospitaliseer . §,2
328,Cindy n' a pas revu sa mère depuis ce jour . §,0
329,"Cindy part vivre chez ses grands - parents maternelles à Meudon , le temps que som père , M Mansat s' organise puisse porganiser l' accueil de Cindy a son domicile . §",7
330,Elle intègre le logement de fonction de monsieur en octobre 2008 dans la zone indistrustrielle de Lieudit sur Marne . §,3
331,"La jeune se retrouve donc isolée , loin dde toute connaissance en lien avec son age . §",4
332,De plus monsieur a des horaires de travil variable laissant Cindy souvent seule à la maison . §,3
333,"Depuis le 28 octobre 2008 , Cindy bénéficie d' une prise en charge SESSAD ( notification MDP H du 9 mars 2008 à 2010 ° ) . §",8
